service_date,day_type,bus,rail_boardings,total_rides
10/18/2018,W,858568,814542,1673110
10/19/2018,W,814805,774539,1589344
10/20/2018,A,464296,439297,903593
10/21/2018,U,353981,332004,685985
10/22/2018,W,841090,769144,1610234
10/23/2018,W,858222,793605,1651827
10/24/2018,W,855770,795929,1651699
10/25/2018,W,846179,802796,1648975
10/26/2018,W,842904,777822,1620726
10/27/2018,A,492859,435508,928367
10/28/2018,U,334541,315184,649725
10/29/2018,W,835732,766123,1601855
10/30/2018,W,851167,785017,1636184
10/31/2018,W,840619,776366,1616985
11/01/2018,W,866316,798312,1664628
11/02/2018,W,785859,754310,1540169
11/03/2018,A,513626,428523,942149
11/04/2018,U,322036,291311,613347
11/05/2018,W,853379,770186,1623565
11/06/2018,W,836999,764653,1601652
11/07/2018,W,841086,783160,1624246
11/08/2018,W,841232,797333,1638565
11/09/2018,W,796310,751427,1547737
11/10/2018,A,465852,385710,851562
11/11/2018,U,344050,304712,648762
11/12/2018,W,652992,652215,1305207
11/13/2018,W,824479,769160,1593639
11/14/2018,W,820013,766177,1586190
11/15/2018,W,768946,764868,1533814
11/16/2018,W,816628,783218,1599846
11/17/2018,A,437661,453688,891349
11/18/2018,U,339408,316014,655422
11/19/2018,W,803920,740162,1544082
11/20/2018,W,807383,741467,1548850
11/21/2018,W,649866,605419,1255285
11/22/2018,U,244365,196549,440914
11/23/2018,W,473453,393241,866694
11/24/2018,A,407870,347967,755837
11/25/2018,U,285466,246992,532458
11/26/2018,W,681371,647084,1328455
11/27/2018,W,788682,742355,1531037
11/28/2018,W,804497,749760,1554257
11/29/2018,W,809744,764611,1574355
11/30/2018,W,840494,760471,1600965
12/01/2018,A,428105,359088,787193
12/02/2018,U,339157,285153,624310
12/03/2018,W,831431,731079,1562510
12/04/2018,W,835143,745696,1580839
12/05/2018,W,816399,736966,1553365
12/06/2018,W,820745,757102,1577847
12/07/2018,W,785144,731440,1516584
12/08/2018,A,456911,399714,856625
12/09/2018,U,346457,291673,638130
12/10/2018,W,794682,706501,1501183
12/11/2018,W,817284,731059,1548343
12/12/2018,W,809305,727070,1536375
12/13/2018,W,804783,738003,1542786
12/14/2018,W,789944,724198,1514142
12/15/2018,A,481485,425132,906617
12/16/2018,U,353013,309297,662310
12/17/2018,W,791252,668008,1459260
12/18/2018,W,794636,701867,1496503
12/19/2018,W,799278,700814,1500092
12/20/2018,W,762587,682043,1444630
12/21/2018,W,727571,633479,1361050
12/22/2018,A,442692,339426,782118
12/23/2018,U,330462,260130,590592
12/24/2018,W,422369,279324,701693
12/25/2018,U,188696,127994,316690
12/26/2018,W,515030,411993,927023
12/27/2018,W,509948,453029,962977
12/28/2018,W,577497,493961,1071458
12/29/2018,A,394088,307105,701193
12/30/2018,U,314550,265310,579860
12/31/2018,W,463165,386058,849223
01/01/2019,U,248879,245852,494731
01/02/2019,W,591006,573542,1164548
01/03/2019,W,664442,627781,1292223
01/04/2019,W,668812,628514,1297326
01/05/2019,A,444434,348257,792691
01/06/2019,U,318623,260556,579179
01/07/2019,W,723023,662470,1385493
01/08/2019,W,784085,701693,1485778
01/09/2019,W,747949,685444,1433393
01/10/2019,W,747850,690162,1438012
01/11/2019,W,763718,679115,1442833
01/12/2019,A,382464,325219,707683
01/13/2019,U,301855,250222,552077
01/14/2019,W,756590,705571,1462161
01/15/2019,W,783113,720095,1503208
01/16/2019,W,800537,728048,1528585
01/17/2019,W,800348,734929,1535277
01/18/2019,W,776640,700006,1476646
01/19/2019,A,337080,312424,649504
01/20/2019,U,271961,236744,508705
01/21/2019,W,445534,401503,847037
01/22/2019,W,757962,712125,1470087
01/23/2019,W,764136,718899,1483035
01/24/2019,W,745872,711300,1457172
01/25/2019,W,568100,590674,1158774
01/26/2019,A,343625,296063,639688
01/27/2019,U,258884,221081,479965
01/28/2019,W,668192,678810,1347002
01/29/2019,W,581664,579917,1161581
01/30/2019,W,124154,97917,222071
01/31/2019,W,282336,243912,526248
02/01/2019,W,683059,648091,1331150
02/02/2019,A,435441,345650,781091
02/03/2019,U,322488,250724,573212
02/04/2019,W,808055,718764,1526819
02/05/2019,W,808858,734181,1543039
02/06/2019,W,799164,727769,1526933
02/07/2019,W,789342,732351,1521693
02/08/2019,W,710682,655823,1366505
02/09/2019,A,423681,338847,762528
02/10/2019,U,296809,251192,548001
02/11/2019,W,779386,704667,1484053
02/12/2019,W,741083,698387,1439470
02/13/2019,W,795205,728764,1523969
02/14/2019,W,824482,746611,1571093
02/15/2019,W,754152,687932,1442084
02/16/2019,A,438454,362613,801067
02/17/2019,U,296482,256817,553299
02/18/2019,W,555501,519409,1074910
02/19/2019,W,812492,725195,1537687
02/20/2019,W,779660,717172,1496832
02/21/2019,W,813056,727504,1540560
02/22/2019,W,798311,702988,1501299
02/23/2019,A,406839,328179,735018
02/24/2019,U,288368,240478,528846
02/25/2019,W,762857,680844,1443701
02/26/2019,W,773049,699462,1472511
02/27/2019,W,797800,711827,1509627
02/28/2019,W,783920,714700,1498620
03/01/2019,W,812238,682969,1495207
03/02/2019,A,454119,349392,803511
03/03/2019,U,313539,252150,565689
03/04/2019,W,699086,635353,1334439
03/05/2019,W,761781,692945,1454726
03/06/2019,W,790908,708876,1499784
03/07/2019,W,790299,711428,1501727
03/08/2019,W,781577,684186,1465763
03/09/2019,A,409779,326686,736465
03/10/2019,U,310427,250702,561129
03/11/2019,W,784354,697758,1482112
03/12/2019,W,816229,729476,1545705
03/13/2019,W,785256,727150,1512406
03/14/2019,W,777417,726502,1503919
03/15/2019,W,769660,716230,1485890
03/16/2019,A,468181,570703,1038884
03/17/2019,U,337661,301294,638955
03/18/2019,W,786322,711535,1497857
03/19/2019,W,812217,727732,1539949
03/20/2019,W,782960,712714,1495674
03/21/2019,W,795501,719946,1515447
03/22/2019,W,784281,695716,1479997
03/23/2019,A,472376,386972,859348
03/24/2019,U,312958,279989,592947
03/25/2019,W,761448,666862,1428310
03/26/2019,W,794453,688849,1483302
03/27/2019,W,802407,693509,1495916
03/28/2019,W,782670,692421,1475091
03/29/2019,W,764086,667916,1432002
03/30/2019,A,428233,346980,775213
03/31/2019,U,324724,264228,588952
04/01/2019,W,825150,707874,1533024
04/02/2019,W,815370,727263,1542633
04/03/2019,W,846418,744443,1590861
04/04/2019,W,791393,735719,1527112
04/05/2019,W,754962,710414,1465376
04/06/2019,A,487323,414140,901463
04/07/2019,U,331229,276992,608221
04/08/2019,W,823032,754465,1577497
04/09/2019,W,791556,747311,1538867
04/10/2019,W,760548,731858,1492406
04/11/2019,W,771911,746596,1518507
04/12/2019,W,795077,731825,1526902
04/13/2019,A,473087,417501,890588
04/14/2019,U,240601,215007,455608
04/15/2019,W,694149,679904,1374053
04/16/2019,W,725056,709023,1434079
04/17/2019,W,710771,699083,1409854
04/18/2019,W,654819,675919,1330738
04/19/2019,W,643329,619953,1263282
04/20/2019,A,462233,372841,835074
04/21/2019,U,330270,276935,607205
04/22/2019,W,767623,692515,1460138
04/23/2019,W,806358,747351,1553709
04/24/2019,W,813407,759394,1572801
04/25/2019,W,820219,770006,1590225
04/26/2019,W,806103,731398,1537501
04/27/2019,A,369056,319488,688544
04/28/2019,U,338518,289270,627788
04/29/2019,W,729815,673476,1403291
04/30/2019,W,757497,707685,1465182
05/01/2019,W,841583,729104,1570687
05/02/2019,W,787163,728705,1515868
05/03/2019,W,834369,750517,1584886
05/04/2019,A,495436,437434,932870
05/05/2019,U,402463,338727,741190
05/06/2019,W,803622,724230,1527852
05/07/2019,W,805130,738981,1544111
05/08/2019,W,822516,755171,1577687
05/09/2019,W,810976,751965,1562941
05/10/2019,W,816268,749306,1565574
05/11/2019,A,456362,407442,863804
05/12/2019,U,336476,298999,635475
05/13/2019,W,783657,704326,1487983
05/14/2019,W,808863,722423,1531286
05/15/2019,W,810290,724761,1535051
05/16/2019,W,768250,714282,1482532
05/17/2019,W,758399,691390,1449789
05/18/2019,A,448115,388373,836488
05/19/2019,U,332006,295929,627935
05/20/2019,W,781061,721397,1502458
05/21/2019,W,777647,723782,1501429
05/22/2019,W,811376,756639,1568015
05/23/2019,W,801697,766717,1568414
05/24/2019,W,749827,681443,1431270
05/25/2019,A,483109,426932,910041
05/26/2019,U,349368,335435,684803
05/27/2019,U,298987,256757,555744
05/28/2019,W,769069,694292,1463361
05/29/2019,W,791059,717681,1508740
05/30/2019,W,792091,735508,1527599
05/31/2019,W,817633,738322,1555955
06/01/2019,A,473204,379044,852248
06/02/2019,U,370049,319334,689383
06/03/2019,W,814607,731571,1546178
06/04/2019,W,797511,749759,1547270
06/05/2019,W,817943,764911,1582854
06/06/2019,W,819351,773638,1592989
06/07/2019,W,797917,760907,1558824
06/08/2019,A,517706,469189,986895
06/09/2019,U,372952,329388,702340
06/10/2019,W,787528,717811,1505339
06/11/2019,W,812806,748133,1560939
06/12/2019,W,768907,722333,1491240
06/13/2019,W,784003,758006,1542009
06/14/2019,W,786956,769162,1556118
06/15/2019,A,447116,419997,867113
06/16/2019,U,347416,319752,667168
06/17/2019,W,739714,684609,1424323
06/18/2019,W,783381,747919,1531300
06/19/2019,W,762852,735207,1498059
06/20/2019,W,754094,755009,1509103
06/21/2019,W,741691,748258,1489949
06/22/2019,A,485555,468890,954445
06/23/2019,U,372216,314345,686561
06/24/2019,W,713826,694599,1408425
06/25/2019,W,790945,756023,1546968
06/26/2019,W,778502,758880,1537382
06/27/2019,W,763256,757999,1521255
06/28/2019,W,742317,717591,1459908
06/29/2019,A,507082,438017,945099
06/30/2019,U,342891,473462,816353
07/01/2019,W,751938,691817,1443755
07/02/2019,W,732483,698347,1430830
07/03/2019,W,761825,694945,1456770
07/04/2019,U,386135,354474,740609
07/05/2019,W,593204,492198,1085402
07/06/2019,A,464539,390851,855390
07/07/2019,U,365003,328344,693347
07/08/2019,W,738529,696647,1435176
07/09/2019,W,760765,733255,1494020
07/10/2019,W,750223,735504,1485727
07/11/2019,W,761712,767177,1528889
07/12/2019,W,738700,777202,1515902
07/13/2019,A,496000,471671,967671
07/14/2019,U,386786,362994,749780
07/15/2019,W,733408,723684,1457092
07/16/2019,W,736299,746731,1483030
07/17/2019,W,751727,751160,1502887
07/18/2019,W,681127,699545,1380672
07/19/2019,W,700392,721558,1421950
07/20/2019,A,466646,419897,886543
07/21/2019,U,360488,342739,703227
07/22/2019,W,733191,716299,1449490
07/23/2019,W,754783,731712,1486495
07/24/2019,W,754694,737880,1492574
07/25/2019,W,746240,746890,1493130
07/26/2019,W,728460,713766,1442226
07/27/2019,A,509542,417935,927477
07/28/2019,U,399059,314226,713285
07/29/2019,W,677033,663313,1340346
07/30/2019,W,744356,721545,1465901
07/31/2019,W,738630,739592,1478222
08/01/2019,W,763703,795333,1559036
08/02/2019,W,740366,804952,1545318
08/03/2019,A,497883,512548,1010431
08/04/2019,U,375863,416740,792603
08/05/2019,W,727517,724021,1451538
08/06/2019,W,737702,738151,1475853
08/07/2019,W,745371,746207,1491578
08/08/2019,W,746213,735310,1481523
08/09/2019,W,720081,716084,1436165
08/10/2019,A,490001,428555,918556
08/11/2019,U,376464,321310,697774
08/12/2019,W,672626,659442,1332068
08/13/2019,W,715539,697693,1413232
08/14/2019,W,708180,698339,1406519
08/15/2019,W,723069,703513,1426582
08/16/2019,W,699501,675393,1374894
08/17/2019,A,456968,396155,853123
08/18/2019,U,330848,289890,620738
08/19/2019,W,697759,669727,1367486
08/20/2019,W,670195,689224,1359419
08/21/2019,W,732929,724089,1457018
08/22/2019,W,739175,741995,1481170
08/23/2019,W,720876,723775,1444651
08/24/2019,A,499355,424284,923639
08/25/2019,U,395847,327749,723596
08/26/2019,W,693566,678343,1371909
08/27/2019,W,776670,740341,1517011
08/28/2019,W,772893,736506,1509399
08/29/2019,W,769645,747141,1516786
08/30/2019,W,761440,717490,1478930
08/31/2019,A,482463,428658,911121
01/01/2020,U,267300,255759,523059
01/02/2020,W,651421,565139,1216560
01/03/2020,W,688165,578202,1266367
01/04/2020,A,409243,306656,715899
01/05/2020,U,314424,234155,548579
01/06/2020,W,750349,659521,1409870
01/07/2020,W,775765,677497,1453262
01/08/2020,W,744261,665227,1409488
01/09/2020,W,758063,679244,1437307
01/10/2020,W,753866,654344,1408210
01/11/2020,A,345787,281493,627280
01/12/2020,U,294457,237736,532193
01/13/2020,W,775861,699927,1475788
01/14/2020,W,807239,720277,1527516
01/15/2020,W,794821,720057,1514878
01/16/2020,W,774375,715978,1490353
01/17/2020,W,737073,687789,1424862
01/18/2020,A,371460,319878,691338
01/19/2020,U,256029,219005,475034
01/20/2020,W,477995,410324,888319
01/21/2020,W,789718,712386,1502104
01/22/2020,W,794213,715399,1509612
01/23/2020,W,768601,717469,1486070
01/24/2020,W,745526,677320,1422846
01/25/2020,A,408051,320905,728956
01/26/2020,U,318824,241153,559977
01/27/2020,W,790014,697371,1487385
01/28/2020,W,802484,715500,1517984
01/29/2020,W,793740,711177,1504917
01/30/2020,W,787640,718793,1506433
01/31/2020,W,735622,665472,1401094
02/01/2020,A,449112,325925,775037
02/02/2020,U,352056,253149,605205
02/03/2020,W,816538,689308,1505846
02/04/2020,W,806946,710072,1517018
02/05/2020,W,802795,707772,1510567
02/06/2020,W,761859,701795,1463654
02/07/2020,W,778480,676805,1455285
02/08/2020,A,456540,325289,781829
02/09/2020,U,310705,223411,534116
02/10/2020,W,799851,694168,1494019
02/11/2020,W,819275,717350,1536625
02/12/2020,W,785838,697300,1483138
02/13/2020,W,746798,689019,1435817
02/14/2020,W,674960,628729,1303689
02/15/2020,A,408435,326795,735230
02/16/2020,U,338343,267790,606133
02/17/2020,W,567523,502927,1070450
02/18/2020,W,815098,711305,1526403
02/19/2020,W,804097,707598,1511695
02/20/2020,W,778698,700575,1479273
02/21/2020,W,782853,675973,1458826
02/22/2020,A,463771,344117,807888
02/23/2020,U,357784,260505,618289
02/24/2020,W,789498,682036,1471534
02/25/2020,W,781725,693749,1475474
02/26/2020,W,756936,682501,1439437
02/27/2020,W,778992,698886,1477878
02/28/2020,W,786008,665937,1451945
02/29/2020,A,458601,337983,796584
03/01/2020,U,357257,267438,624695
03/02/2020,W,785700,666046,1451746
03/03/2020,W,834640,701777,1536417
03/04/2020,W,815420,699192,1514612
03/05/2020,W,803260,698732,1501992
03/06/2020,W,767084,655010,1422094
03/07/2020,A,455672,366530,822202
03/08/2020,U,343291,269577,612868
03/09/2020,W,736013,647602,1383615
03/10/2020,W,787025,678996,1466021
03/11/2020,W,767610,660739,1428349
03/12/2020,W,737628,601682,1339310
03/13/2020,W,674594,496474,1171068
09/01/2019,U,379610,357032,736642
09/02/2019,U,374967,328376,703343
09/03/2019,W,821674,738399,1560073
09/04/2019,W,861286,762868,1624154
09/05/2019,W,853186,800432,1653618
09/06/2019,W,821645,744323,1565968
09/07/2019,A,486423,420502,906925
09/08/2019,U,344385,310823,655208
09/09/2019,W,829266,737160,1566426
09/10/2019,W,856513,769458,1625971
09/11/2019,W,848169,777407,1625576
09/12/2019,W,845028,795224,1640252
09/13/2019,W,822197,800812,1623009
09/14/2019,A,498571,487396,985967
09/15/2019,U,353264,352467,705731
09/16/2019,W,825739,777685,1603424
09/17/2019,W,856186,797063,1653249
09/18/2019,W,859904,807081,1666985
09/19/2019,W,845624,816086,1661710
09/20/2019,W,830757,803291,1634048
09/21/2019,A,489155,440464,929619
09/22/2019,U,338418,299658,638076
09/23/2019,W,832762,766712,1599474
09/24/2019,W,850825,780378,1631203
09/25/2019,W,859089,781453,1640542
09/26/2019,W,853333,791418,1644751
09/27/2019,W,734962,699996,1434958
09/28/2019,A,476234,401745,877979
09/29/2019,U,358174,294350,652524
09/30/2019,W,850333,738159,1588492
10/01/2019,W,905477,772082,1677559
10/02/2019,W,844694,765652,1610346
10/03/2019,W,885919,781701,1667620
10/04/2019,W,851906,740946,1592852
10/05/2019,A,492689,388710,881399
10/06/2019,U,403747,306647,710394
10/07/2019,W,845146,748413,1593559
10/08/2019,W,868009,773805,1641814
10/09/2019,W,857532,766121,1623653
10/10/2019,W,855556,803767,1659323
10/11/2019,W,776609,762011,1538620
10/12/2019,A,480048,470284,950332
10/13/2019,U,319885,522816,842701
10/14/2019,W,666607,698402,1365009
10/15/2019,W,844826,788101,1632927
10/16/2019,W,845543,782133,1627676
10/17/2019,W,787285,790202,1577487
10/18/2019,W,762811,778466,1541277
10/19/2019,A,499700,467794,967494
10/20/2019,U,377822,340156,717978
10/21/2019,W,739027,727743,1466770
10/22/2019,W,772142,750644,1522786
10/23/2019,W,789783,791468,1581251
10/24/2019,W,790853,766559,1557412
10/25/2019,W,757907,729221,1487128
10/26/2019,A,412819,356371,769190
10/27/2019,U,390090,314740,704830
10/28/2019,W,762580,729809,1492389
10/29/2019,W,781400,752054,1533454
10/30/2019,W,733054,721966,1455020
10/31/2019,W,698934,693962,1392896
11/01/2019,W,798542,719267,1517809
11/02/2019,A,467877,381954,849831
11/03/2019,U,356367,310621,666988
11/04/2019,W,848867,749735,1598602
11/05/2019,W,855055,769233,1624288
11/06/2019,W,840399,762015,1602414
11/07/2019,W,821063,768460,1589523
11/08/2019,W,718820,702518,1421338
11/09/2019,A,479816,386355,866171
11/10/2019,U,353042,292170,645212
11/11/2019,W,590714,604475,1195189
11/12/2019,W,756604,724448,1481052
11/13/2019,W,762247,729140,1491387
11/14/2019,W,764328,745044,1509372
11/15/2019,W,794430,732607,1527037
11/16/2019,A,467987,398924,866911
11/17/2019,U,340985,280372,621357
11/18/2019,W,807951,731335,1539286
11/19/2019,W,822152,755257,1577409
11/20/2019,W,839934,756096,1596030
11/21/2019,W,790016,752762,1542778
11/22/2019,W,817445,782838,1600283
11/23/2019,A,468337,443394,911731
11/24/2019,U,358133,301849,659982
11/25/2019,W,810928,721624,1532552
11/26/2019,W,791651,707015,1498666
11/27/2019,W,669245,576379,1245624
11/28/2019,U,244233,186732,430965
11/29/2019,W,480801,373012,853813
11/30/2019,A,386439,302733,689172
12/01/2019,U,315646,257317,572963
12/02/2019,W,803894,702424,1506318
12/03/2019,W,849440,732651,1582091
12/04/2019,W,837738,739104,1576842
12/05/2019,W,833516,761399,1594915
12/06/2019,W,799551,729231,1528782
12/07/2019,A,472207,404394,876601
12/08/2019,U,347917,286023,633940
12/09/2019,W,786431,690443,1476874
12/10/2019,W,770888,697269,1468157
12/11/2019,W,753922,692730,1446652
12/12/2019,W,787393,716707,1504100
12/13/2019,W,788504,704438,1492942
12/14/2019,A,471203,367508,838711
12/15/2019,U,348516,255659,604175
12/16/2019,W,743694,648766,1392460
12/17/2019,W,765207,678194,1443401
12/18/2019,W,734493,658439,1392932
12/19/2019,W,745959,664554,1410513
12/20/2019,W,731997,640236,1372233
12/21/2019,A,454167,356991,811158
12/22/2019,U,350959,283094,634053
12/23/2019,W,601685,501524,1103209
12/24/2019,W,462098,310604,772702
12/25/2019,U,200121,133009,333130
12/26/2019,W,517911,402948,920859
12/27/2019,W,552198,445835,998033
12/28/2019,A,394869,298646,693515
12/29/2019,U,315428,251105,566533
12/30/2019,W,544713,480721,1025434
12/31/2019,W,511289,431677,942966
03/14/2020,A,347925,235841,583766
03/15/2020,U,256591,166575,423166
03/16/2020,W,493179,284844,778023
03/17/2020,W,390091,217294,607385
03/18/2020,W,320242,179316,499558
03/19/2020,W,305501,163013,468514
03/20/2020,W,303882,152797,456679
03/21/2020,A,185406,86695,272101
03/22/2020,U,113282,60490,173772
03/23/2020,W,212121,103992,316113
03/24/2020,W,220319,105312,325631
03/25/2020,W,229414,106913,336327
03/26/2020,W,211746,100860,312606
03/27/2020,W,220715,102714,323429
03/28/2020,A,144561,68572,213133
03/29/2020,U,111188,57736,168924
03/30/2020,W,208762,96996,305758
03/31/2020,W,200537,94709,295246
04/01/2020,W,235503,100042,335545
04/02/2020,W,214222,95183,309405
04/03/2020,W,240528,101015,341543
04/04/2020,A,154302,65727,220029
04/05/2020,U,118701,53173,171874
04/06/2020,W,199323,89714,289037
04/07/2020,W,202629,90824,293453
04/08/2020,W,197789,88894,286683
04/09/2020,W,189898,86725,276623
04/10/2020,W,202934,85608,288542
04/11/2020,A,161743,59808,221551
04/12/2020,U,117907,46243,164150
04/13/2020,W,199679,79074,278753
04/14/2020,W,196277,79616,275893
04/15/2020,W,199545,78844,278389
04/16/2020,W,213862,79764,293626
04/17/2020,W,205280,77935,283215
04/18/2020,A,175887,58347,234234
04/19/2020,U,135539,47512,183051
04/20/2020,W,225938,79017,304955
04/21/2020,W,219120,77886,297006
04/22/2020,W,213080,77822,290902
04/23/2020,W,214131,77918,292049
04/24/2020,W,225498,78966,304464
04/25/2020,A,156179,51764,207943
04/26/2020,U,145023,47350,192373
04/27/2020,W,230903,77830,308733
04/28/2020,W,229831,79284,309115
04/29/2020,W,205453,74942,280395
04/30/2020,W,224948,79783,304731
05/01/2020,W,272700,89139,361839
05/02/2020,A,210617,59142,269759
05/03/2020,U,155791,49160,204951
05/04/2020,W,244960,79706,324666
05/05/2020,W,224885,77485,302370
05/06/2020,W,248434,82526,330960
05/07/2020,W,247597,83941,331538
05/08/2020,W,242402,82107,324509
05/09/2020,A,206907,59372,266279
05/10/2020,U,134047,43773,177820
05/11/2020,W,236521,77650,314171
05/12/2020,W,244938,81217,326155
05/13/2020,W,259169,83529,342698
05/14/2020,W,211894,76152,288046
05/15/2020,W,261148,82454,343602
05/16/2020,A,204433,60144,264577
05/17/2020,U,119698,40451,160149
05/18/2020,W,242568,80822,323390
05/19/2020,W,228412,79752,308164
05/20/2020,W,253916,85596,339512
05/21/2020,W,244336,85164,329500
05/22/2020,W,255894,86436,342330
05/23/2020,A,198708,59164,257872
05/24/2020,U,171095,53281,224376
05/25/2020,U,170039,52921,222960
05/26/2020,W,260758,84940,345698
05/27/2020,W,258713,86518,345231
05/28/2020,W,250675,86579,337254
05/29/2020,W,265087,92565,357652
05/30/2020,A,210004,69848,279852
05/31/2020,U,86503,23544,110047
06/01/2020,W,146931,27517,174448
06/02/2020,W,154414,31544,185958
06/03/2020,W,207502,68423,275925
06/04/2020,W,236590,83605,320195
06/05/2020,W,252137,90734,342871
06/06/2020,A,184406,69622,254028
06/07/2020,U,143697,53232,196929
06/08/2020,W,263520,100516,364036
06/09/2020,W,245154,98717,343871
06/10/2020,W,258523,101685,360208
06/11/2020,W,282597,110709,393306
06/12/2020,W,276051,113656,389707
06/13/2020,A,206386,81727,288113
06/14/2020,U,165299,66384,231683
06/15/2020,W,294517,111956,406473
06/16/2020,W,301881,114566,416447
06/17/2020,W,306380,117798,424178
06/18/2020,W,305028,119506,424534
06/19/2020,W,303502,125162,428664
06/20/2020,A,221620,81634,303254
06/21/2020,U,165913,70884,236797
06/22/2020,W,260524,114622,375146
06/23/2020,W,299680,131100,430780
06/24/2020,W,286680,133015,419695
06/25/2020,W,304522,139288,443810
06/26/2020,W,275240,130402,405642
06/27/2020,A,233358,106092,339450
06/28/2020,U,171693,86966,258659
06/29/2020,W,279383,133291,412674
06/30/2020,W,298563,140782,439345
07/01/2020,W,327984,148683,476667
07/02/2020,W,320859,149071,469930
07/03/2020,U,272940,127079,400019
07/04/2020,A,188378,94601,282979
07/05/2020,U,166998,84977,251975
07/06/2020,W,301317,143054,444371
07/07/2020,W,300508,147310,447818
07/08/2020,W,301892,149845,451737
07/09/2020,W,301260,149971,451231
07/10/2020,W,312226,155529,467755
07/11/2020,A,233152,112641,345793
07/12/2020,U,174761,90382,265143
07/13/2020,W,309700,149117,458817
07/14/2020,W,312379,152758,465137
07/15/2020,W,295648,147794,443442
07/16/2020,W,306288,154912,461200
07/17/2020,W,315882,161335,477217
07/18/2020,A,219217,109549,328766
07/19/2020,U,148461,80714,229175
07/20/2020,W,307261,149404,456665
07/21/2020,W,297659,148632,446291
07/22/2020,W,306629,152652,459281
07/23/2020,W,315401,156970,472371
07/24/2020,W,318269,161024,479293
07/25/2020,A,228619,116404,345023
07/26/2020,U,163332,90069,253401
07/27/2020,W,295579,144168,439747
07/28/2020,W,314899,153221,468120
07/29/2020,W,305332,152279,457611
07/30/2020,W,307576,156312,463888
07/31/2020,W,338021,164604,502625
08/01/2020,A,235944,117414,353358
08/02/2020,U,169536,89199,258735
08/03/2020,W,324028,152552,476580
08/04/2020,W,326128,157759,483887
08/05/2020,W,319021,157695,476716
08/06/2020,W,320751,159609,480360
08/07/2020,W,326107,164886,490993
08/08/2020,A,232723,118676,351399
08/09/2020,U,175080,93832,268912
08/10/2020,W,250672,96642,347314
08/11/2020,W,309009,138581,447590
08/12/2020,W,313739,146680,460419
08/13/2020,W,313917,150941,464858
08/14/2020,W,315311,155653,470964
08/15/2020,A,215071,107720,322791
